Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Sodium Ladder Season 16 - Sodium Ladder 44-Ruthenium 2 game 1,2026-08-24,CaesarSalah,270.0,ruby_buby,238.0,Gudimundi,218.0,ChipsAhoya,193.0,4
Sodium Ladder Season 16 - Sodium Ladder 43-Technetium 1 game 1,2026-08-24,PhiTrigger,240.0,tronnemann,229.0,raist,227.0,ElKhan,173.0,4
Sodium Ladder Season 16 - Sodium Ladder 43-Technetium 2 game 1,2026-08-24,ElTanque35,234.0,baodalanxin,231.0,Kor,217.0,ed_vins,190.0,4
Sodium Ladder Season 16 - Sodium Ladder 42-Molybdenum 1 game 1,2026-08-24,sergilicious,311.0,BuWu,211.0,CouchKing,183.0,roverandom,109.0,4
Sodium Ladder Season 16 - Sodium Ladder 42-Molybdenum 2 game 1,2026-08-24,MoreHat,269.0,Firedart,250.0,Carbon14,212.0,pessen,205.0,4
Sodium Ladder Season 16 - Sodium Ladder 41-Niobium 1 game 1,2026-08-24,humanmoves,253.0,Sunmaster14_LV,224.0,LordMichael,207.0,AndriiN,186.0,4
Sodium Ladder Season 16 - Sodium Ladder 41-Niobium 2 game 1,2026-08-24,TheKrunk,280.0,Oleksandr,237.0,holy834,226.0,henrymerrivale,204.0,4
Sodium Ladder Season 16 - 1. 48 haimke No finished games 0 0,2026-08-24,1.48haimkeNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 44 Victory7 No finished games 0 0,2026-08-24,2.44Victory7No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 44 jonzewiespike No finished games 0 0,2026-08-24,3.44jonzewiespikeNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 49 Ralf-TtA No finished games 0 0,2026-08-24,4.49Ralf-TtANo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 1. 41 tkornai No finished games 0 0,2026-08-24,1.41tkornaiNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 42 HopeForLuck No finished games 0 0,2026-08-24,2.42HopeForLuckNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 48 kenchan No finished games 0 0,2026-08-24,3.48kenchanNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 47 Vangelisb No finished games 0 0,2026-08-24,4.47VangelisbNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 40-Zirconium 3 game 1,2026-08-24,Sergeeeee,214.0,Depp,184.0,Dayvs,177.0,Herdeksunek,175.0,4
Sodium Ladder Season 16 - Sodium Ladder 39-Yttrium 1 game 1,2026-08-24,Gelato,306.0,Terence,280.0,Radvan,279.0,OrionAlpha,256.0,4
Sodium Ladder Season 16 - 1. 42 methak No finished games 0 0,2026-08-24,1.42methakNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 47 Arkadiussus No finished games 0 0,2026-08-24,2.47ArkadiussusNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 46 phoang No finished games 0 0,2026-08-24,3.46phoangNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 67 gamblerch No finished games 0 0,2026-08-24,4.67gamblerchNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 38-Strontium 1 game 1,2026-08-24,JoopHuizinga,158.0,pote,138.0,CrownKiller,119.0,schwam,98.0,4
Sodium Ladder Season 16 - 1. 51 Daemon3142 No finished games 0 0,2026-08-24,1.51Daemon3142No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 40 vagrantil No finished games 0 0,2026-08-24,2.40vagrantilNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 47 TrilceAC No finished games 0 0,2026-08-24,3.47TrilceACNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 49 Amorin No finished games 0 0,2026-08-24,4.49AmorinNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 37-Rubidium 1 game 1,2026-08-24,St-Amadeus,197.0,Evron,195.0,Ddafaith,159.0,boogy5,154.0,4
Sodium Ladder Season 16 - Sodium Ladder 37-Rubidium 2 game 1,2026-08-24,Aftheiss,264.0,Lammoth,209.0,LeBonus,167.0,spaceport,69.0,4
Sodium Ladder Season 16 - Sodium Ladder 37-Rubidium 3 game 1,2026-08-24,Aaronwebber,402.0,BirdOfPreyyy,279.0,nicg,264.0,michasz,226.0,4
Sodium Ladder Season 16 - Sodium Ladder 37-Rubidium 4 game 1,2026-08-24,Bizniouf,239.0,JoshyWiggins,233.0,theussner79,187.0,collace,181.0,4
Sodium Ladder Season 16 - Sodium Ladder 36-Krypton 1 game 1,2026-08-24,MurphyAKL,256.0,Parcival,227.0,ThePerceptiveGamer,207.0,Proteus,202.0,4
Sodium Ladder Season 16 - Sodium Ladder 36-Krypton 2 game 1,2026-08-24,Mike1313,214.0,Masox,191.0,Gandy,181.0,Vi15So17,115.0,4
Sodium Ladder Season 16 - Sodium Ladder 35-Bromine 1 game 1,2026-08-24,pavelceska,304.0,martinxjames,202.0,sodalppargkppakee,169.0,taltal,160.0,4
Sodium Ladder Season 16 - Sodium Ladder 35-Bromine 2 game 1,2026-08-24,TheYoungDutch,318.0,LordHomeOffice,300.0,Michal_Kossakowski,251.0,Asperins,204.0,4
Sodium Ladder Season 16 - Sodium Ladder 35-Bromine 3 game 1,2026-08-24,jdtyler7,239.0,aaaaa,210.0,ChunkySam,198.0,GerwinW,182.0,4
Sodium Ladder Season 16 - Sodium Ladder 34-Selenium 1 game 1,2026-08-24,EnozamaIV,178.0,FireBones,159.0,comant,125.0,Gubbstyv,-4.0,4
Sodium Ladder Season 16 - Sodium Ladder 34-Selenium 2 game 1,2026-08-24,JohnyT,202.0,Bookhouseboy,149.0,Quokka,149.0,SKJaCaRD,144.0,4
Sodium Ladder Season 16 - Sodium Ladder 34-Selenium 3 game 1,2026-08-24,MBlueMan,271.0,Sirkopczyk,229.0,Dubz,176.0,micropip,158.0,4
Sodium Ladder Season 16 - 1. 40 Saerleon No finished games 0 0,2026-08-24,1.40SaerleonNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 54 Diogenes No finished games 0 0,2026-08-24,2.54DiogenesNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 49 IpaStian No finished games 0 0,2026-08-24,3.49IpaStianNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 45 saiggo16 No finished games 0 0,2026-08-24,4.45saiggo16No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 33-Arsenic 2 game 1,2026-08-24,RougeEconomist,266.0,chefung,258.0,Michcio,255.0,McNulty,161.0,4
Sodium Ladder Season 16 - Sodium Ladder 33-Arsenic 3 game 1,2026-08-24,zackg,223.0,larshb,196.0,sausagesky,-3.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 32-Germanium 1 game 1,2026-08-24,CloneFish,253.0,Mensha,236.0,Rob13,200.0,Mephist,198.0,4
Sodium Ladder Season 16 - Sodium Ladder 32-Germanium 2 game 1,2026-08-24,Selya,180.0,Imiter,142.0,andykr,126.0,loMucho,100.0,4
Sodium Ladder Season 16 - 1. 51 icepick_mn No finished games 0 0,2026-08-24,1.51icepick_mnNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 44 MaxBoomer No finished games 0 0,2026-08-24,2.44MaxBoomerNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 47 migoet No finished games 0 0,2026-08-24,3.47migoetNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 62 maciek No finished games 0 0,2026-08-24,4.62maciekNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 31-Gallium 2 game 1,2026-08-24,KMMAL,298.0,J-dog,229.0,Bathman,224.0,sttailtw,-4.0,4
Sodium Ladder Season 16 - Sodium Ladder 31-Gallium 3 game 1,2026-08-24,Ratsia,384.0,JimmyLin,306.0,Cresspahl,228.0,Pulpecja,208.0,4
Sodium Ladder Season 16 - Sodium Ladder 30-Zinc 1 game 1,2026-08-24,Legoman,299.0,nerficya,270.0,Biggi86,257.0,eLGi,-4.0,4
Sodium Ladder Season 16 - Sodium Ladder 30-Zinc 2 game 1,2026-08-24,Csannerud,209.0,aoe2champ,196.0,Sarek,187.0,RoboKay314,156.0,4
Sodium Ladder Season 16 - Sodium Ladder 30-Zinc 3 game 1,2026-08-24,Conzi,248.0,ZioKhan,218.0,Cristiancordeu,129.0,RiRu,102.0,4
Sodium Ladder Season 16 - Sodium Ladder 29-Copper 1 game 1,2026-08-24,Ekdezel,268.0,Garban7,162.0,Prashanth,160.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 29-Copper 2 game 1,2026-08-24,Wennejoekel,267.0,Drk,231.0,Tomy_hexaper,221.0,KEIL,166.0,4
Sodium Ladder Season 16 - Sodium Ladder 29-Copper 3 game 1,2026-08-24,Froggy42,287.0,GamesClaw,227.0,Tyrtaios,213.0,Purplegoo,58.0,4
Sodium Ladder Season 16 - Sodium Ladder 28-Nickel 1 game 1,2026-08-24,Cleeve,198.0,Kelern,113.0,Rasputin,88.0,Dakeyras,74.0,4
Sodium Ladder Season 16 - Sodium Ladder 28-Nickel 2 game 1,2026-08-24,Marabu8,192.0,Ioannis3,171.0,Cat12,167.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 27-Cobalt 1 game 1,2026-08-24,irule,286.0,tnawrocki,281.0,NateHiggersonJR,278.0,baggioka,214.0,4
Sodium Ladder Season 16 - Sodium Ladder 27-Cobalt 2 game 1,2026-08-24,albinsix,256.0,petrau77,182.0,Bedrich_H,153.0,Tomtomparking,144.0,4
Sodium Ladder Season 16 - Sodium Ladder 27-Cobalt 3 game 1,2026-08-24,kaeptnblaubaer,253.0,Leonidas33,196.0,Dumnac,151.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 26-Iron 1 game 1,2026-08-24,bluestar,231.0,Bergen,163.0,wartin,158.0,Kartek,121.0,4
Sodium Ladder Season 16 - 1. 59 Cleveman No finished games 0 0,2026-08-24,1.59ClevemanNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 43 kev5047 No finished games 0 0,2026-08-24,2.43kev5047No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 44 Ado No finished games 0 0,2026-08-24,3.44AdoNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 47 TheElk No finished games 0 0,2026-08-24,4.47TheElkNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 25-Manganese 1 game 1,2026-08-24,Desgenais,292.0,tysat,187.0,SeanHandley,179.0,EugeneB,164.0,4
Sodium Ladder Season 16 - 1. 46 Panxo No finished games 0 0,2026-08-24,1.46PanxoNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 45 salvor7 No finished games 0 0,2026-08-24,2.45salvor7No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 43 javimb89 No finished games 0 0,2026-08-24,3.43javimb89No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 48 sorecats No finished games 0 0,2026-08-24,4.48sorecatsNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 25-Manganese 3 game 1,2026-08-24,Francesco1812,215.0,chris223,207.0,Shiffdog,193.0,MechJayTi2,170.0,4
Sodium Ladder Season 16 - Sodium Ladder 24-Chromium 1 game 1,2026-08-24,Mammaklaskern,289.0,Claudius74,272.0,Mitchum,269.0,Kermit19,211.0,4
Sodium Ladder Season 16 - Sodium Ladder 24-Chromium 2 game 1,2026-08-24,Dzsabo,261.0,mahlerian_shadow,257.0,marcusesses1,219.0,BerdBlond,216.0,4
Sodium Ladder Season 16 - Sodium Ladder 23-Vanadium 1 game 1,2026-08-24,zhangyuchen,283.0,Jolli,230.0,Fullynice,193.0,vgiannog,92.0,4
Sodium Ladder Season 16 - Sodium Ladder 23-Vanadium 2 game 1,2026-08-24,z0pfel,193.0,Archangel,179.0,luigino71,155.0,Andreyko2003,149.0,4
Sodium Ladder Season 16 - Sodium Ladder 22-Titanium game 1,2026-08-24,Jume,205.0,peppe76,200.0,akira215,149.0,Wiktor,140.0,4
Sodium Ladder Season 16 - 1. 47 Rick80 No finished games 0 0,2026-08-24,1.47Rick80No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 50 Monik No finished games 0 0,2026-08-24,2.50MonikNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 42 CuJ No finished games 0 0,2026-08-24,3.42CuJNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 48 Dienekes No finished games 0 0,2026-08-24,4.48DienekesNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 21-Scandium 2 game 1,2026-08-24,TeriyakiJaccuzi,215.0,Vegeta4791,197.0,Mockingbird5,182.0,Franzy,166.0,4
Sodium Ladder Season 16 - Sodium Ladder 20-Calcium game 1,2026-08-24,Crs,280.0,t-k-421,276.0,vbogoev,211.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 19-Potassium 1 game 1,2026-08-24,Sirovec,253.0,KubikD,156.0,Gr33ny,146.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 19-Potassium 2 game 1,2026-08-24,Micha501,236.0,Larsusvonundzu,185.0,HolyOutlaw,-3.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 18-Argon game 1,2026-08-24,Jesaphi,245.0,Dvd75,144.0,Revan,140.0,Cromlech,-4.0,4
Sodium Ladder Season 16 - Sodium Ladder 17-Chlorine 1 game 1,2026-08-24,Kruch,233.0,oleKanin,226.0,KTown,177.0,Rob51,-4.0,4
Sodium Ladder Season 16 - Sodium Ladder 17-Chlorine 2 game 1,2026-08-24,ecec,164.0,Melon6688,115.0,mooscolly,81.0,Exile,80.0,4
Sodium Ladder Season 16 - Sodium Ladder 15-Phosphorus game 1,2026-08-24,metternich,251.0,Rebel_Rebs,248.0,Suddoman,243.0,Olunia,226.0,4
Sodium Ladder Season 16 - Sodium Ladder 14-Silicon game 1,2026-08-24,OhNoItsNot,180.0,Mister_Pazel,173.0,luckrider,168.0,,,3
Sodium Ladder Season 16 - 1. 39 FuManchu No finished games 0 0,2026-08-24,1.39FuManchuNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 42 prozio No finished games 0 0,2026-08-24,2.42prozioNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 39 Argionelite No finished games 0 0,2026-08-24,3.39ArgioneliteNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 49 abobey No finished games 0 0,2026-08-24,4.49abobeyNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 11-Sodium 1 game 1,2026-08-24,Herminio,252.0,WraightCZ,188.0,2da6,171.0,JS619,166.0,4
Sodium Ladder Season 16 - Sodium Ladder 11-Sodium 2 game 1,2026-08-24,vratia,266.0,IrenaX,238.0,DucciEmi,186.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 10-Neon 1 game 1,2026-08-24,Snowdream,210.0,bobcatbob,198.0,UnstableUnicorn,192.0,,,3
Sodium Ladder Season 16 - Sodium Ladder 10-Neon 2 game 1,2026-08-24,Hei1111,188.0,Brick1984,178.0,Valotta,164.0,Kitsu,154.0,4
Sodium Ladder Season 16 - Sodium Ladder 10-Neon 3 game 1,2026-08-24,Truckman,253.0,Galdor,208.0,chessmonster,194.0,,,3
Sodium Ladder Season 16 - 1. 41 Nymphaea No finished games 0 0,2026-08-24,1.41NymphaeaNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 43 AnBeLi3v4bLe No finished games 0 0,2026-08-24,2.43AnBeLi3v4bLeNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 47 JohnnyMac No finished games 0 0,2026-08-24,3.47JohnnyMacNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 42 Icarium No finished games 0 0,2026-08-24,4.42IcariumNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - Sodium Ladder 7-Nitrogen game 1,2026-08-24,CaNaLLA,236.0,Dunketelin,167.0,gutibudoka,155.0,PacoHolliday,105.0,4
Sodium Ladder Season 16 - 1. 44 Tonino No finished games 0 0,2026-08-24,1.44ToninoNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 2. 41 BuddhaBoost No finished games 0 0,2026-08-24,2.41BuddhaBoostNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 3. 40 Nitrosaurus24 No finished games 0 0,2026-08-24,3.40Nitrosaurus24No finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
Sodium Ladder Season 16 - 4. 41 Moskbnea No finished games 0 0,2026-08-24,4.41MoskbneaNo finished games,0.0,"0        
                                            0        
                                            0        
                                            0",0.0,,,,,2
